event_id,timestamp,user_id,user_name,department,role,source_ip,location,login_successful,failed_attempts,resources_accessed,sensitive_data_accessed,privilege_level,download_mb,session_duration_minutes,is_anomaly,anomaly_type
13,2025-12-20 11:30:22.836070,user_013,Ann Skinner,Sales,Manager,192.168.9.21,Mumbai,True,0,13,False,1,10.87,118,False,Normal
14,2025-12-20 11:34:22.836070,user_084,Anthony Obrien,Engineering,Employee,10.153.238.46,Mumbai,True,0,416,True,2,1433.94,156,True,Credential Stuffing
15,2025-12-20 11:43:22.836070,user_009,Brenda Taylor,Engineering,Employee,192.168.1.109,Delhi,True,0,106,True,1,439.7692217521725,119,False,Normal
16,2025-12-20 12:19:22.836070,user_034,Brittany Wright,Finance,Employee,192.168.6.7,Mumbai,True,1,10,False,1,63.53,235,False,Normal
17,2025-12-20 12:30:22.836070,user_011,John Jenkins,Sales,Manager,192.168.8.80,Delhi,True,1,50,False,1,359.26918067846714,196,False,Normal
18,2025-12-20 12:46:22.836070,user_089,Laura Harris,Engineering,Manager,192.168.5.19,Mumbai,True,0,15,False,1,30.38,108,False,Normal
19,2025-12-20 13:10:22.836070,user_024,Dustin Johnson,Finance,Manager,192.168.9.244,Bangalore,True,0,51,False,3,56.66,115,False,Normal
20,2025-12-20 13:14:22.836070,user_070,Amy Kelly,Sales,Employee,192.168.8.63,Hyderabad,True,0,15,False,1,41.22,153,False,Normal
21,2025-12-20 13:17:22.836070,user_079,Sandra Ayala,Engineering,Manager,192.168.8.72,Mumbai,True,0,79,False,1,849.5850733011034,247,False,Normal
22,2025-12-20 13:18:22.836070,user_037,Jeffery Gilmore,Finance,Manager,192.168.4.156,Hyderabad,True,1,12,False,1,52.78,70,False,Normal
23,2025-12-20 13:30:22.836070,user_064,Steven Smith,Engineering,Director,192.168.6.4,Bangalore,True,0,11,False,1,15.63,222,False,Normal
24,2025-12-20 13:34:22.836070,user_071,Joseph Cruz,HR,Employee,169.88.146.101,New York,True,0,25,True,1,85.18336013087168,268,True,Credential Stuffing
25,2025-12-20 14:00:22.836070,user_058,Ronald Palmer,Sales,Manager,192.168.9.100,Mumbai,True,0,105,True,1,215.1577625111246,92,False,Normal
26,2025-12-20 14:19:22.836070,user_090,William Mcdowell,Engineering,Director,192.168.5.34,Mumbai,True,0,15,False,1,60.12,129,False,Normal
27,2025-12-20 14:55:22.836070,user_060,Patrick Holland,Sales,Employee,192.168.5.54,Mumbai,True,0,31,False,1,1022.6975236363928,100,False,Normal
28,2025-12-20 15:20:22.836070,user_061,Tony Stevenson,Engineering,Employee,192.168.10.108,Mumbai,True,0,6,False,1,15.78,235,False,Normal
29,2025-12-20 15:34:22.836070,user_075,Jeffrey Jacobs,Sales,Manager,10.240.56.31,Mumbai,True,0,356,True,2,3371.27,209,True,Privilege Escalation
30,2025-12-20 15:34:22.836070,user_042,Vanessa Sutton,Sales,Director,10.190.103.76,Delhi,True,0,74,True,2,167.81972978944395,199,True,Lateral Movement
31,2025-12-20 15:34:22.836070,user_060,Patrick Holland,Sales,Employee,10.102.136.195,Mumbai,True,0,281,True,2,2739.48,302,True,Lateral Movement
32,2025-12-20 15:45:22.836070,user_042,Vanessa Sutton,Sales,Director,192.168.3.69,Delhi,True,0,15,False,1,22.32,224,False,Normal
33,2025-12-20 16:22:22.836070,user_050,Sophia Hayden,Sales,Director,192.168.1.248,Hyderabad,True,0,10,False,1,78.12,256,False,Normal
34,2025-12-20 16:32:22.836070,user_027,Tanner Andrews,HR,Employee,192.168.1.191,Bangalore,True,16,5,False,1,8.31,294,False,Normal
35,2025-12-20 16:47:22.836070,user_071,Joseph Cruz,HR,Employee,192.168.9.103,Bangalore,True,0,10,False,1,34.5,70,False,Normal
36,2025-12-20 16:55:22.836070,user_067,Brian Velazquez,Sales,Director,192.168.4.207,Hyderabad,True,0,10,False,1,73.91,276,False,Normal
37,2025-12-20 17:03:22.836070,user_053,Sarah Porter,Engineering,Manager,192.168.10.97,Hyderabad,True,0,5,False,1,29.32,195,False,Normal
38,2025-12-20 17:34:22.836070,user_062,Nathaniel Myers,HR,Employee,170.34.99.189,Bangalore,False,8,0,False,1,0.0,0,True,Credential Stuffing
39,2025-12-20 17:36:22.836070,user_080,Timothy Peterson,Engineering,Manager,192.168.6.9,Mumbai,True,0,13,False,1,19.41,247,False,Normal
40,2025-12-20 17:37:22.836070,user_006,Brandon Evans,Finance,Employee,192.168.7.49,Hyderabad,True,0,13,False,1,66.78,235,False,Normal
41,2025-12-20 17:58:22.836070,user_077,Benjamin Cooper,Sales,Employee,192.168.5.237,Bangalore,True,13,11,False,1,55.02,297,False,Normal
42,2025-12-20 18:15:22.836070,user_036,Crystal Short,Finance,Director,192.168.9.198,Mumbai,True,0,38,False,1,263.1809236870805,264,False,Normal
43,2025-12-20 18:50:22.836070,user_013,Ann Skinner,Sales,Manager,192.168.3.190,Mumbai,True,19,15,False,1,41.69,143,False,Normal
44,2025-12-20 19:10:22.836070,user_099,Stephanie Newman,Sales,Employee,192.168.2.166,Delhi,True,0,11,False,1,50.49,155,False,Normal
45,2025-12-20 19:14:22.836070,user_011,John Jenkins,Sales,Manager,192.168.2.53,Delhi,True,0,71,False,1,978.3547395115576,164,False,Normal
46,2025-12-20 19:57:22.836070,user_074,Nancy Rose,HR,Manager,192.168.8.55,Bangalore,True,0,8,False,1,29.27,121,False,Normal
47,2025-12-20 20:14:22.836070,user_018,Maria Maynard,Sales,Manager,192.168.2.29,Delhi,True,0,14,False,1,13.03,132,False,Normal
48,2025-12-21 01:34:22.836070,user_041,Krystal Wiley,Finance,Employee,208.242.149.106,Tokyo,True,0,11,True,1,90.37445637198353,213,True,Impossible Travel
49,2025-12-21 02:34:22.836070,user_060,Patrick Holland,Sales,Employee,192.168.22.218,Mumbai,True,3,178,True,3,2972.56,131,True,Privilege Escalation
50,2025-12-21 03:34:22.836070,user_077,Benjamin Cooper,Sales,Employee,86.245.70.246,London,True,0,9,True,1,96.78199854130548,198,True,Credential Stuffing
51,2025-12-21 10:11:22.836070,user_086,Fred Mccormick,Finance,Director,192.168.4.28,Bangalore,True,1,67,False,1,223.2798714888275,203,False,Normal
52,2025-12-21 11:15:22.836070,user_047,Rebecca Anderson,Finance,Employee,192.168.9.213,Mumbai,True,0,52,False,1,106.7709089720328,278,False,Normal
53,2025-12-21 11:27:22.836070,user_036,Crystal Short,Finance,Director,192.168.10.21,Mumbai,True,0,12,True,1,43.17,274,False,Normal
54,2025-12-21 11:27:22.836070,user_061,Tony Stevenson,Engineering,Employee,192.168.5.158,Mumbai,True,0,6,False,1,64.36,300,False,Normal
55,2025-12-21 11:34:22.836070,user_090,William Mcdowell,Engineering,Director,129.242.49.204,Nigeria,False,140,0,False,1,0.0,0,True,Credential Stuffing
56,2025-12-21 11:50:22.836070,user_043,Paula Dyer,Engineering,Director,192.168.8.30,Mumbai,True,0,11,False,1,10.56,221,False,Normal
57,2025-12-21 11:52:22.836070,user_032,Thomas Jones,Finance,Director,192.168.7.175,Hyderabad,True,0,13,True,1,37.62,187,False,Normal
58,2025-12-21 11:57:22.836070,user_092,Peter Cooper,HR,Employee,192.168.5.154,Delhi,True,0,8,True,1,18.7,80,False,Normal
59,2025-12-21 11:59:22.836070,user_086,Fred Mccormick,Finance,Director,192.168.3.146,Bangalore,True,1,9,False,1,62.94,236,False,Normal
60,2025-12-21 12:07:22.836070,user_067,Brian Velazquez,Sales,Director,192.168.5.230,Hyderabad,True,1,8,False,1,29.55,214,False,Normal
61,2025-12-21 12:21:22.836070,user_093,Justin Reese,Engineering,Manager,192.168.6.97,Hyderabad,True,0,11,False,1,51.41,84,False,Normal
62,2025-12-21 12:27:22.836070,user_023,Brandon Phillips,Engineering,Employee,192.168.7.220,Hyderabad,True,0,95,False,1,334.98895112470075,243,False,Normal
63,2025-12-21 12:34:22.836070,user_088,Melanie Valenzuela,Engineering,Employee,192.168.9.129,Mumbai,True,0,176,True,1,339.90140838745305,92,False,Normal
64,2025-12-21 12:34:22.836070,user_084,Anthony Obrien,Engineering,Employee,10.104.238.94,Mumbai,True,0,278,True,2,2082.79,252,True,Credential Stuffing
65,2025-12-21 12:34:22.836070,user_094,Danielle Weber,Engineering,Director,156.77.182.192,Russia,False,4,0,False,1,0.0,0,True,Credential Stuffing
66,2025-12-21 13:45:22.836070,user_063,Jennifer Bond,HR,Director,192.168.10.150,Hyderabad,True,0,11,False,1,53.34,64,False,Normal
67,2025-12-21 13:52:22.836070,user_018,Maria Maynard,Sales,Manager,192.168.2.89,Delhi,True,0,15,False,1,61.05,114,False,Normal
68,2025-12-21 14:27:22.836070,user_001,Mariah Ray,Engineering,Employee,192.168.10.173,Bangalore,True,0,47,False,2,16.12,258,False,Normal
69,2025-12-21 14:36:22.836070,user_071,Joseph Cruz,HR,Employee,192.168.4.136,Bangalore,True,1,15,True,1,12.52,250,False,Normal
70,2025-12-21 14:44:22.836070,user_086,Fred Mccormick,Finance,Director,192.168.9.135,Bangalore,True,0,7,False,1,12.49,296,False,Normal
71,2025-12-21 15:34:22.836070,user_068,Robert White,HR,Manager,176.120.11.148,China,False,36,0,False,1,0.0,0,True,After Hours Exfiltration
72,2025-12-21 16:32:22.836070,user_000,Sara Vega,Sales,Employee,192.168.9.158,Delhi,True,0,12,False,1,7.86,98,False,Normal
73,2025-12-21 16:43:22.836070,user_065,Michael Watson,Finance,Employee,192.168.6.103,Hyderabad,True,0,10,False,1,71.8,232,False,Normal
74,2025-12-21 17:21:22.836070,user_048,Susan Reese,HR,Manager,192.168.4.109,Bangalore,True,0,7,False,1,72.78,250,False,Normal
75,2025-12-21 17:56:22.836070,user_073,Tina Nichols,Engineering,Manager,192.168.9.56,Bangalore,True,0,8,False,1,66.18,112,False,Normal
76,2025-12-21 18:34:22.836070,user_022,Christina Obrien,Sales,Director,239.204.24.10,Russia,False,68,0,False,1,0.0,0,True,After Hours Exfiltration
77,2025-12-21 19:16:22.836070,user_095,Michelle Reynolds,Finance,Manager,192.168.2.117,Mumbai,True,0,12,False,1,57.02,264,False,Normal
78,2025-12-21 19:23:22.836070,user_041,Krystal Wiley,Finance,Employee,192.168.10.216,Hyderabad,True,0,101,True,1,407.50129537233846,78,False,Normal
79,2025-12-21 19:43:22.836070,user_082,Teresa Dyer,HR,Manager,192.168.6.80,Hyderabad,True,0,6,False,1,58.45,240,False,Normal
80,2025-12-21 20:01:22.836070,user_045,Laura Kent,Engineering,Manager,192.168.7.134,Bangalore,True,1,6,False,1,31.89,179,False,Normal
81,2025-12-21 20:17:22.836070,user_069,Julia Hill,Finance,Director,192.168.1.107,Mumbai,True,0,15,False,1,31.66,277,False,Normal
82,2025-12-21 20:34:22.836070,user_032,Thomas Jones,Finance,Director,162.83.247.106,Dubai,True,0,29,True,1,60.371395012724506,259,True,Credential Stuffing
83,2025-12-21 22:34:22.836070,user_073,Tina Nichols,Engineering,Manager,177.158.83.229,Bangalore,False,11,0,False,1,0.0,0,True,Lateral Movement
84,2025-12-21 23:34:22.836070,user_066,Joshua Moses,Finance,Employee,192.168.5.72,Mumbai,True,0,208,True,1,4684.76,350,True,Credential Stuffing
85,2025-12-22 02:34:22.836070,user_021,Brian James,Engineering,Director,192.168.128.249,Delhi,True,0,197,True,1,7285.36,258,True,Credential Stuffing
86,2025-12-22 03:34:22.836070,user_004,Melissa Dawson,Sales,Employee,216.116.15.10,Nigeria,False,77,0,False,1,0.0,0,True,After Hours Exfiltration
87,2025-12-22 05:34:22.836070,user_022,Christina Obrien,Sales,Director,80.232.4.70,Moscow,True,0,14,True,1,66.44154213410961,174,True,After Hours Exfiltration
88,2025-12-22 09:35:22.836070,user_099,Stephanie Newman,Sales,Employee,192.168.3.115,Delhi,True,1,14,False,1,45.84,232,False,Normal
89,2025-12-22 09:37:22.836070,user_049,Steven White,Sales,Employee,192.168.2.171,Mumbai,True,0,6,False,1,36.81,166,False,Normal
90,2025-12-22 09:38:22.836070,user_003,Julie Arnold,Finance,Employee,192.168.6.111,Mumbai,True,1,14,False,1,40.56,72,False,Normal
91,2025-12-22 09:41:22.836070,user_082,Teresa Dyer,HR,Manager,192.168.4.110,Hyderabad,True,0,6,False,1,22.32,295,False,Normal
92,2025-12-22 09:43:22.836070,user_041,Krystal Wiley,Finance,Employee,192.168.3.199,Hyderabad,True,0,13,False,1,77.04,155,False,Normal
93,2025-12-22 09:44:22.836070,user_046,Dr. Lindsey Little,Sales,Director,192.168.10.5,Delhi,True,0,8,False,1,73.42,195,False,Normal
95,2025-12-22 09:47:22.836070,user_061,Tony Stevenson,Engineering,Employee,192.168.7.17,Mumbai,True,1,6,False,1,34.06,116,False,Normal
94,2025-12-22 09:47:22.836070,user_033,Jason Watson,HR,Employee,192.168.8.69,Bangalore,True,1,14,False,1,67.5,202,False,Normal
96,2025-12-22 09:47:22.836070,user_026,Renee Smith,Sales,Manager,192.168.8.35,Hyderabad,True,0,8,False,1,7.87,250,False,Normal
97,2025-12-22 09:49:22.836070,user_053,Sarah Porter,Engineering,Manager,192.168.2.1,Hyderabad,True,0,13,False,1,17.94,195,False,Normal
98,2025-12-22 09:51:22.836070,user_063,Jennifer Bond,HR,Director,192.168.10.119,Hyderabad,True,0,11,False,1,14.71,85,False,Normal
99,2025-12-22 09:52:22.836070,user_003,Julie Arnold,Finance,Employee,192.168.3.212,Mumbai,True,0,6,False,1,38.94,90,False,Normal
100,2025-12-22 09:52:22.836070,user_084,Anthony Obrien,Engineering,Employee,192.168.9.38,Mumbai,True,1,7,False,1,77.38,216,False,Normal
101,2025-12-22 09:52:22.836070,user_080,Timothy Peterson,Engineering,Manager,192.168.5.207,Mumbai,True,0,9,False,1,51.63,183,False,Normal
102,2025-12-22 09:53:22.836070,user_085,Jennifer Holland,HR,Employee,192.168.7.203,Mumbai,True,0,54,False,1,291.5365211956431,203,False,Normal
103,2025-12-22 09:54:22.836070,user_092,Peter Cooper,HR,Employee,192.168.8.30,Delhi,True,0,9,False,1,50.03,139,False,Normal
104,2025-12-22 09:55:22.836070,user_074,Nancy Rose,HR,Manager,192.168.10.81,Bangalore,True,0,5,False,1,42.12,94,False,Normal
105,2025-12-22 09:55:22.836070,user_035,Marvin Hayden,Sales,Employee,192.168.5.42,Bangalore,True,0,13,False,1,47.07,88,False,Normal
106,2025-12-22 09:56:22.836070,user_032,Thomas Jones,Finance,Director,192.168.1.174,Hyderabad,True,17,8,False,1,50.83,261,False,Normal
107,2025-12-22 09:56:22.836070,user_013,Ann Skinner,Sales,Manager,192.168.9.24,Mumbai,True,12,14,False,1,69.78,63,False,Normal
108,2025-12-22 09:56:22.836070,user_046,Dr. Lindsey Little,Sales,Director,192.168.1.143,Delhi,True,0,7,False,1,38.03,221,False,Normal
109,2025-12-22 09:58:22.836070,user_003,Julie Arnold,Finance,Employee,192.168.9.15,Mumbai,True,1,15,False,1,11.01,221,False,Normal
110,2025-12-22 09:59:22.836070,user_056,Suzanne Brown,Finance,Director,192.168.6.37,Hyderabad,True,0,11,False,1,74.48,167,False,Normal
111,2025-12-22 10:00:22.836070,user_023,Brandon Phillips,Engineering,Employee,192.168.4.93,Hyderabad,True,0,11,True,1,12.88,163,False,Normal
112,2025-12-22 10:00:22.836070,user_050,Sophia Hayden,Sales,Director,192.168.5.81,Hyderabad,True,1,12,False,1,51.79,127,False,Normal
113,2025-12-22 10:02:22.836070,user_029,Rachel Wilkerson,Finance,Director,192.168.10.134,Hyderabad,True,0,6,False,1,51.11,219,False,Normal
114,2025-12-22 10:03:22.836070,user_074,Nancy Rose,HR,Manager,192.168.3.246,Bangalore,True,0,79,False,1,1023.2043151392302,285,False,Normal
115,2025-12-22 10:03:22.836070,user_053,Sarah Porter,Engineering,Manager,192.168.8.45,Hyderabad,True,0,10,False,1,42.87,274,False,Normal
118,2025-12-22 10:05:22.836070,user_008,Bailey Peterson PhD,Finance,Manager,192.168.6.232,Delhi,True,0,41,False,1,1037.4785414176986,255,False,Normal
116,2025-12-22 10:05:22.836070,user_003,Julie Arnold,Finance,Employee,192.168.4.27,Mumbai,True,0,6,False,1,40.31,149,False,Normal
117,2025-12-22 10:05:22.836070,user_078,Patricia French,Finance,Manager,192.168.5.224,Hyderabad,True,0,10,True,1,78.75,200,False,Normal
119,2025-12-22 10:06:22.836070,user_081,Brittany Davis,Finance,Manager,192.168.1.54,Hyderabad,True,0,58,False,1,1097.011748216126,247,False,Normal
120,2025-12-22 10:07:22.836070,user_049,Steven White,Sales,Employee,192.168.9.215,Mumbai,True,1,9,True,1,34.29,76,False,Normal
121,2025-12-22 10:07:22.836070,user_052,John Cabrera,Engineering,Director,192.168.4.103,Hyderabad,True,1,145,False,1,318.3939921358959,168,False,Normal
122,2025-12-22 10:07:22.836070,user_078,Patricia French,Finance,Manager,192.168.10.24,Hyderabad,True,0,114,False,1,239.6528098108121,60,False,Normal
123,2025-12-22 10:08:22.836070,user_087,Justin Garcia,Sales,Director,192.168.2.127,Mumbai,True,1,10,False,1,15.66,90,False,Normal
124,2025-12-22 10:08:22.836070,user_070,Amy Kelly,Sales,Employee,192.168.7.184,Hyderabad,True,0,12,False,1,8.31,238,False,Normal
125,2025-12-22 10:09:22.836070,user_007,Blake Christian,HR,Employee,192.168.4.204,Bangalore,True,0,142,False,1,356.1915575930828,88,False,Normal
126,2025-12-22 10:10:22.836070,user_071,Joseph Cruz,HR,Employee,192.168.8.172,Bangalore,True,0,10,False,1,8.15,103,False,Normal
127,2025-12-22 10:10:22.836070,user_059,Emily Anderson,Engineering,Director,192.168.5.31,Bangalore,True,0,68,False,2,38.81,174,False,Normal
128,2025-12-22 10:12:22.836070,user_069,Julia Hill,Finance,Director,192.168.3.45,Mumbai,True,0,13,False,1,11.4,100,False,Normal
129,2025-12-22 10:14:22.836070,user_026,Renee Smith,Sales,Manager,192.168.2.156,Hyderabad,True,0,38,False,2,64.62,108,False,Normal
130,2025-12-22 10:16:22.836070,user_057,Bianca Montgomery,Sales,Employee,192.168.9.33,Bangalore,True,0,8,False,1,53.27,292,False,Normal
131,2025-12-22 10:18:22.836070,user_055,Joshua Dunn,HR,Manager,192.168.8.90,Delhi,True,0,13,False,1,5.41,174,False,Normal
132,2025-12-22 10:18:22.836070,user_032,Thomas Jones,Finance,Director,192.168.8.112,Hyderabad,True,0,110,False,1,384.16873036093176,195,False,Normal
133,2025-12-22 10:19:22.836070,user_046,Dr. Lindsey Little,Sales,Director,192.168.5.111,Delhi,True,12,8,False,1,25.1,152,False,Normal
134,2025-12-22 10:19:22.836070,user_015,Christian Miranda,Engineering,Director,192.168.4.57,Mumbai,True,19,13,True,1,66.98,62,False,Normal
135,2025-12-22 10:20:22.836070,user_096,Felicia Farmer,Sales,Manager,192.168.8.93,Mumbai,True,0,10,False,1,10.01,130,False,Normal
136,2025-12-22 10:23:22.836070,user_062,Nathaniel Myers,HR,Employee,192.168.8.128,Bangalore,True,0,10,False,1,51.09,252,False,Normal
137,2025-12-22 10:25:22.836070,user_083,Traci Walters,Engineering,Employee,192.168.9.249,Delhi,True,6,9,False,1,64.52,110,False,Normal
138,2025-12-22 10:26:22.836070,user_056,Suzanne Brown,Finance,Director,192.168.1.145,Hyderabad,True,0,10,False,1,63.27,150,False,Normal
139,2025-12-22 10:27:22.836070,user_004,Melissa Dawson,Sales,Employee,192.168.1.217,Bangalore,True,1,7,False,1,74.79,264,False,Normal
140,2025-12-22 10:30:22.836070,user_018,Maria Maynard,Sales,Manager,192.168.6.209,Delhi,True,0,11,False,1,14.8,125,False,Normal
141,2025-12-22 10:31:22.836070,user_023,Brandon Phillips,Engineering,Employee,192.168.7.88,Hyderabad,True,0,7,False,1,31.2,167,False,Normal
142,2025-12-22 10:35:22.836070,user_054,Jessica Love,Engineering,Director,192.168.8.194,Bangalore,True,0,5,False,1,13.09,263,False,Normal
143,2025-12-22 10:36:22.836070,user_073,Tina Nichols,Engineering,Manager,192.168.4.4,Bangalore,True,1,14,False,1,70.6,195,False,Normal
144,2025-12-22 10:36:22.836070,user_084,Anthony Obrien,Engineering,Employee,192.168.8.144,Mumbai,True,0,9,False,1,51.02,102,False,Normal
145,2025-12-22 10:37:22.836070,user_094,Danielle Weber,Engineering,Director,192.168.4.209,Delhi,True,7,14,False,1,66.84,79,False,Normal
146,2025-12-22 10:37:22.836070,user_072,Kimberly Hawkins,Engineering,Employee,192.168.7.101,Hyderabad,True,0,15,True,1,70.48,139,False,Normal
147,2025-12-22 10:39:22.836070,user_054,Jessica Love,Engineering,Director,192.168.5.225,Bangalore,True,0,12,False,1,43.03,122,False,Normal
148,2025-12-22 10:40:22.836070,user_018,Maria Maynard,Sales,Manager,192.168.8.87,Delhi,True,0,14,False,1,26.98,205,False,Normal
150,2025-12-22 10:40:22.836070,user_018,Maria Maynard,Sales,Manager,192.168.10.117,Delhi,True,1,12,False,1,45.83,215,False,Normal
149,2025-12-22 10:40:22.836070,user_055,Joshua Dunn,HR,Manager,192.168.9.192,Delhi,True,1,13,True,1,56.57,116,False,Normal
151,2025-12-22 10:42:22.836070,user_040,Laura Mccarthy,HR,Employee,192.168.2.209,Delhi,True,0,11,False,1,24.51,288,False,Normal
152,2025-12-22 10:44:22.836070,user_017,Leah Joseph,HR,Employee,192.168.3.171,Bangalore,True,0,12,False,1,33.0,127,False,Normal
153,2025-12-22 10:45:22.836070,user_059,Emily Anderson,Engineering,Director,192.168.2.235,Bangalore,True,0,11,False,1,35.11,76,False,Normal
154,2025-12-22 10:45:22.836070,user_093,Justin Reese,Engineering,Manager,192.168.1.36,Hyderabad,True,0,8,False,1,67.36,226,False,Normal
155,2025-12-22 10:45:22.836070,user_045,Laura Kent,Engineering,Manager,192.168.8.67,Bangalore,True,0,9,False,1,53.77,95,False,Normal
156,2025-12-22 10:47:22.836070,user_059,Emily Anderson,Engineering,Director,192.168.2.129,Bangalore,True,0,5,False,1,11.17,131,False,Normal
158,2025-12-22 10:49:22.836070,user_083,Traci Walters,Engineering,Employee,192.168.5.21,Delhi,True,0,95,False,1,206.1717478770576,247,False,Normal
157,2025-12-22 10:49:22.836070,user_047,Rebecca Anderson,Finance,Employee,192.168.10.85,Mumbai,True,0,74,False,1,1134.2069141081286,207,False,Normal
159,2025-12-22 10:50:22.836070,user_041,Krystal Wiley,Finance,Employee,192.168.4.111,Hyderabad,True,0,13,False,1,17.81,86,False,Normal
160,2025-12-22 10:51:22.836070,user_062,Nathaniel Myers,HR,Employee,192.168.7.238,Bangalore,True,0,10,False,1,77.67,83,False,Normal
161,2025-12-22 10:52:22.836070,user_022,Christina Obrien,Sales,Director,192.168.1.203,Bangalore,True,1,30,False,3,51.9,95,False,Normal
162,2025-12-22 10:53:22.836070,user_027,Tanner Andrews,HR,Employee,192.168.10.216,Bangalore,True,0,8,False,1,72.32,196,False,Normal
163,2025-12-22 10:53:22.836070,user_007,Blake Christian,HR,Employee,192.168.8.200,Bangalore,True,1,12,False,1,51.67,149,False,Normal
164,2025-12-22 10:55:22.836070,user_011,John Jenkins,Sales,Manager,192.168.10.240,Delhi,True,0,6,True,1,32.58,278,False,Normal
165,2025-12-22 10:55:22.836070,user_087,Justin Garcia,Sales,Director,192.168.2.192,Mumbai,True,0,9,False,1,74.33,264,False,Normal
166,2025-12-22 10:56:22.836070,user_045,Laura Kent,Engineering,Manager,192.168.1.61,Bangalore,True,0,10,False,1,46.44,265,False,Normal
167,2025-12-22 10:56:22.836070,user_031,Benjamin Orozco,Engineering,Director,192.168.9.146,Delhi,True,1,8,False,1,46.71,116,False,Normal
168,2025-12-22 10:57:22.836070,user_064,Steven Smith,Engineering,Director,192.168.8.199,Bangalore,True,1,6,False,1,34.03,232,False,Normal
169,2025-12-22 10:57:22.836070,user_035,Marvin Hayden,Sales,Employee,192.168.9.209,Bangalore,True,0,13,False,1,52.96,75,False,Normal
170,2025-12-22 10:58:22.836070,user_022,Christina Obrien,Sales,Director,192.168.8.3,Bangalore,True,0,50,False,2,8.27,95,False,Normal
171,2025-12-22 11:00:22.836070,user_091,Sharon Garcia,Sales,Manager,192.168.10.157,Delhi,True,0,10,False,1,52.49,69,False,Normal
172,2025-12-22 11:02:22.836070,user_014,Joann Medina,HR,Director,192.168.7.137,Delhi,True,0,13,False,1,25.56,248,False,Normal
173,2025-12-22 11:03:22.836070,user_051,Katelyn Hood,Sales,Director,192.168.10.187,Bangalore,True,0,9,True,1,59.52,296,False,Normal
174,2025-12-22 11:07:22.836070,user_059,Emily Anderson,Engineering,Director,192.168.1.221,Bangalore,True,0,11,False,1,57.29,177,False,Normal
175,2025-12-22 11:07:22.836070,user_052,John Cabrera,Engineering,Director,192.168.10.128,Hyderabad,True,1,28,False,2,38.66,193,False,Normal
176,2025-12-22 11:07:22.836070,user_004,Melissa Dawson,Sales,Employee,192.168.2.96,Bangalore,True,0,10,False,1,69.87,174,False,Normal
177,2025-12-22 11:07:22.836070,user_020,Roger Knight,Engineering,Manager,192.168.9.49,Delhi,True,0,10,False,1,56.18,199,False,Normal
178,2025-12-22 11:09:22.836070,user_064,Steven Smith,Engineering,Director,192.168.1.52,Bangalore,True,0,14,False,1,56.57,199,False,Normal
180,2025-12-22 11:10:22.836070,user_054,Jessica Love,Engineering,Director,192.168.10.121,Bangalore,True,0,12,False,1,48.44,242,False,Normal
181,2025-12-22 11:10:22.836070,user_072,Kimberly Hawkins,Engineering,Employee,192.168.2.240,Hyderabad,True,0,5,False,1,39.48,228,False,Normal
182,2025-12-22 11:10:22.836070,user_031,Benjamin Orozco,Engineering,Director,192.168.7.39,Delhi,True,0,12,False,1,61.11,238,False,Normal
179,2025-12-22 11:10:22.836070,user_064,Steven Smith,Engineering,Director,192.168.4.135,Bangalore,True,1,15,True,1,71.53,73,False,Normal
